,FIPS,tonCO2e,tonCO2e_ref
19680,41039,724.3966286467164,62.91418039299691
19712,41043,362.1983143233582,31.457090196498456
19739,41047,724.3966286467164,62.91418039299691
19763,41051,10329.26676944364,897.1015699979146
19829,41065,362.1983143233582,31.457090196498456
19841,41067,724.3966286467164,62.91418039299691
19862,41071,362.1983143233582,31.457090196498456
19878,42001,352.8823693920034,30.647996094228247
19896,42003,1177693.0242131297,102283.18084712386
19938,42009,352.8823693920034,30.647996094228247
19952,42011,1411.5294775680136,122.59198437691299
19969,42013,1411.5294775680136,122.59198437691299
19998,42017,2528.7514461005344,219.62322622377928
20014,42019,1195102.9538913171,103795.2412475831
20031,42021,1058.64710817601,91.94398828268473
20048,42025,352.8823693920034,30.647996094228247
20065,42027,352.8823693920034,30.647996094228247
20084,42029,161023.50096418944,13984.965123455297
20100,42031,352.8823693920034,30.647996094228247
20111,42033,352.8823693920034,30.647996094228247
20138,42037,705.7647387840068,61.295992188456495
20152,42039,764.3395991405176,66.38324575263808
20171,42041,2117.29421635202,183.88797656536946
20188,42043,2117.29421635202,183.88797656536946
20205,42045,1435614.4896358491,124683.77875319839
20234,42049,64908.12198805751,5637.300249942031
20270,42055,1453.2260780826598,126.21335331046797
20318,42065,352.8823693920034,30.647996094228247
20344,42069,705.7647387840068,61.295992188456495
20362,42071,2470.176585744024,214.53597265959775
20378,42073,428.4709338546174,37.21289768568477
20394,42075,6855.360048215005,595.3911733936089
20412,42077,1058.64710817601,91.94398828268473
20432,42079,1785.26014721734,155.05066493791873
20450,42081,352.8823693920034,30.647996094228247
20463,42083,586217.4291187697,50913.25335679326
20478,42085,705.7647387840068,61.295992188456495
20491,42087,352.8823693920034,30.647996094228247
20507,42089,705.7647387840068,61.295992188456495
20523,42091,3234.5161848845414,280.91921841223575
20539,42093,352.8823693920034,30.647996094228247
20552,42095,158676.73930445683,13781.147793885984
20568,42097,1881.5615676730388,163.4144875995044
20594,42101,2195358.3243675954,190667.88025305702
20611,42103,352.8823693920034,30.647996094228247
20634,42107,1470.1043379245243,127.67923794109456
20661,42111,352.8823693920034,30.647996094228247
20678,42115,705.7647387840068,61.295992188456495
20702,42119,726.6130390413299,63.10667665523398
20712,42121,1117.221968532521,97.03124184686632
20724,42123,489682.5293284957,42529.15290760806
20738,42125,1591.2307438698815,138.19912201101073
20767,42129,207170.99898714965,17992.896552851722
20794,42133,7208.242417607008,626.0391694878371
20823,44003,340.73068875475724,29.592617041570286
20853,44007,1362.922755019029,118.37046816628114
20910,45007,263.29539295537995,22.86732598408935
20924,45009,263.29539295537995,22.86732598408935
20996,45021,263.29539295537995,22.86732598408935
21139,45045,1316.4769647768996,114.33662992044675
21190,45053,263.29539295537995,22.86732598408935
21300,45075,263.29539295537995,22.86732598408935
21315,45077,263.29539295537995,22.86732598408935
21332,45079,1675.2176064223445,145.49341965446988
21355,45083,2201.808392333104,191.22807162264857
21383,45087,263.29539295537995,22.86732598408935
21408,45091,263.29539295537995,22.86732598408935
21447,46013,531.3338356084246,46.146588016044205
21618,46099,531.3338356084246,46.146588016044205
21638,46103,540.0515861147808,46.9037286573565
21699,47001,274.7339535821857,23.860770235832348
21758,47011,274.7339535821857,23.860770235832348
21773,47013,274.7339535821857,23.860770235832348
21822,47025,274.7339535821857,23.860770235832348
21853,47031,549.4679071643714,47.721540471664696
21873,47035,274.7339535821857,23.860770235832348
21889,47037,1373.6697679109282,119.30385117916173
21901,47039,274.7339535821857,23.860770235832348
21952,47049,274.7339535821857,23.860770235832348
21984,47055,274.7339535821857,23.860770235832348
22042,47065,1098.9358143287425,95.44308094332938
22158,47093,1515.412819796213,131.61430043183736
22170,47097,691.210959049656,60.031989724340335
22177,47099,274.7339535821857,23.860770235832348
22238,47109,549.4679071643714,47.721540471664696
22295,47119,274.7339535821857,23.860770235832348
22320,47123,274.7339535821857,23.860770235832348
22331,47125,549.4679071643714,47.721540471664696
22362,47133,274.7339535821857,23.860770235832348
22384,47141,274.7339535821857,23.860770235832348
22397,47143,274.7339535821857,23.860770235832348
22406,47145,274.7339535821857,23.860770235832348
22417,47147,274.7339535821857,23.860770235832348
22432,47149,549.4679071643714,47.721540471664696
22453,47153,274.7339535821857,23.860770235832348
22464,47155,274.7339535821857,23.860770235832348
22482,47157,782574.6303168765,67966.96659772896
22494,47159,965.9449126318416,83.89275996017267
22512,47163,549.4679071643714,47.721540471664696
22528,47165,274.7339535821857,23.860770235832348
22542,47167,274.7339535821857,23.860770235832348
22572,47177,274.7339535821857,23.860770235832348
22612,47185,274.7339535821857,23.860770235832348
22624,47187,549.4679071643714,47.721540471664696
22639,47189,274.7339535821857,23.860770235832348
22653,48001,264.25298481223894,22.95049327731356
22657,48003,248316.11863024475,21566.36911905216
22684,48013,1746.2758263487638,151.66485873917088
22735,48027,645.0674475415522,56.02440452559283
22753,48029,1900712.334108,165077.74047300845
22782,48037,276.59453225153965,24.022362349061503
22798,48039,1675240.9413129236,145495.44630044984
22814,48041,269.39420225046183,23.39701037658864
22836,48049,269.39420225046183,23.39701037658864
22855,48053,269.39420225046183,23.39701037658864
22874,48057,94869.97458887126,8239.500929640797
22879,48059,269.39420225046183,23.39701037658864
22889,48061,645.0674475415522,56.02440452559283
22921,48071,1422.1216802214165,123.51192204937331
22977,48089,269.39420225046183,23.39701037658864
22991,48091,33244.110217603346,2887.2662634312073
23042,48113,2182175.1189928213,189522.9128024824
23070,48121,538.7884045009237,46.79402075317728
23097,48133,269.39420225046183,23.39701037658864
23123,48139,9941.411829624603,863.4161900760399
23140,48141,1212446.5144236495,105301.53745719754
23202,48157,234250.58055541708,20344.770667638266
23218,48161,269.39420225046183,23.39701037658864
23234,48167,9624645.679168817,835904.9042085158
23289,48183,553.1890645030793,48.044724698123005
23359,48201,16888705.344181165,1466791.8273073277
23376,48203,9324.904835226764,809.8722740427058
23392,48209,269.39420225046183,23.39701037658864
23409,48213,269.39420225046183,23.39701037658864
23426,48215,9030.76579696661,784.3261632769877
23478,48227,1093825.861055345,94999.27915114972
23497,48233,1452459.420554496,126146.7687515135
23527,48245,15632332.773494309,1357675.2916593472
23620,48277,269.39420225046183,23.39701037658864
23663,48291,264.25298481223894,22.95049327731356
23677,48297,1141494.4318889803,99139.3164537892
23693,48303,914.461649792014,79.42141490218145
23722,48309,1722.6442565433997,149.6124460319474
23760,48325,808.1826067513855,70.19103112976592
23810,48339,528.5059696244779,45.90098655462712
23823,48341,1750737.1080232658,152052.3231046221
23827,48343,8011.735835132504,695.822942376485
23850,48349,269.39420225046183,23.39701037658864
23874,48355,6649162.249720009,577482.7997511361
23890,48361,223283.93426693245,19392.31239324119
23920,48367,538.7884045009237,46.79402075317728
23946,48375,276.59453225153965,24.022362349061503
23986,48389,269.39420225046183,23.39701037658864
24012,48401,269.39420225046183,23.39701037658864
24039,48411,233711.79215091612,20297.976646885087
24063,48423,478512.3662407681,41559.01910558672
24101,48439,268784.8256681035,23344.08574012066
24118,48441,1476.881624098302,128.26784836258224
24131,48449,276.59453225153965,24.022362349061503
24146,48451,32705.321813102422,2840.47224267803
24162,48453,269.39420225046183,23.39701037658864
24193,48463,269.39420225046183,23.39701037658864
24233,48471,264.25298481223894,22.95049327731356
24245,48473,264.25298481223894,22.95049327731356
24254,48475,233711.79215091612,20297.976646885087
24283,48481,269.39420225046183,23.39701037658864
24323,48491,233711.79215091612,20297.976646885087
24339,48493,26201.42244915253,2275.6055913714576
24435,49011,1222937.5939246153,106212.69253735588
24509,49035,1527233.376257422,132640.9211975019
24585,49049,362.1983143233582,31.457090196498456
24632,49057,362.1983143233582,31.457090196498456
24675,50005,340.73068875475724,29.592617041570286
24691,50007,340.73068875475724,29.592617041570286
24714,50011,340.73068875475724,29.592617041570286
24752,50019,340.73068875475724,29.592617041570286
24764,50021,340.73068875475724,29.592617041570286
24779,50023,340.73068875475724,29.592617041570286
24852,51009,276.4933364847665,24.01357345017103
24923,51027,5870.267534899138,509.8354355068571
24936,51031,276.4933364847665,24.01357345017103
24976,51041,263.29539295537995,22.86732598408935
24988,51043,263.29539295537995,22.86732598408935
24997,51047,263.29539295537995,22.86732598408935
25028,51059,263.29539295537995,22.86732598408935
25084,51069,32125.370517107625,2790.1032058652377
25179,51089,1552.4956585008958,134.83496203004125
25200,51095,8781.624729776782,762.6881469960906
25238,51107,263.29539295537995,22.86732598408935
25388,51153,789.8861788661399,68.60197795226806
25457,51171,1552.4956585008958,134.83496203004125
25489,51177,1560.1999815619608,135.50408603159173
25500,51179,526.5907859107599,45.7346519681787
25516,51185,1552.4956585008958,134.83496203004125
25630,51550,263.29539295537995,22.86732598408935
25697,51650,31862.075124152245,2767.235879881149
25727,51680,276.4933364847665,24.01357345017103
25782,51710,789.8861788661399,68.60197795226806
25794,51720,1552.4956585008958,134.83496203004125
25839,51760,526.5907859107599,45.7346519681787
26039,53025,362.1983143233582,31.457090196498456
26095,53033,128879.10221495612,11193.209306877674
26185,53049,362.1983143233582,31.457090196498456
26204,53053,201186.0690995381,17473.10263927145
26232,53057,2731673.201405251,237247.07400832043
26257,53061,724.3966286467164,62.91418039299691
26278,53063,1291.7639839534977,112.19029616889854
26343,53073,1731458.0345367177,150377.92670467132
26369,53077,362.1983143233582,31.457090196498456
26386,54003,829.4800094542994,72.0407203505131
26400,54009,297525.4753107041,25840.224381191474
26408,54011,276.4933364847665,24.01357345017103
26452,54029,725701.3216078206,63027.493576778186
26468,54033,276.4933364847665,24.01357345017103
26514,54045,276.4933364847665,24.01357345017103
26534,54051,276.4933364847665,24.01357345017103
26607,54073,276.4933364847665,24.01357345017103
26635,54081,276.4933364847665,24.01357345017103
26686,54099,276.4933364847665,24.01357345017103
26802,55017,1731.2419950913968,150.35916357947525
26853,55025,1927.9081671430256,167.43971108115423
26888,55031,1387919.987789929,120541.48933021468
27154,55079,1063.2130487388822,92.34054232073001
27212,55087,1594.819573108323,138.510813481095
27433,55121,531.3338356084246,46.146588016044205
27494,55131,531.606524369441,46.170271160365
27512,55133,1063.2130487388822,92.34054232073001
27551,55139,3057.5426900553903,265.54898898521515
27604,56007,803041.3908921813,69744.51416762934
27608,56009,128516.90390063277,11161.752216681178
27651,56021,666760.2086689854,57908.430807359415
27678,56025,191506.9847087962,16632.469707923065
27725,56037,250773.32011515216,21779.778198236043
27747,56041,159730.6444031305,13872.679936462247
27759,56045,225744.36124112905,19606.00160765344
