,FIPS,NERC Region
2875,48385,TRE
2876,48387,TRE
2877,48389,TRE
2878,48391,TRE
2879,48393,TRE
2880,48397,TRE
2881,48399,TRE
2882,48403,TRE
2883,48405,TRE
2884,48411,TRE
2885,48413,TRE
2886,48417,TRE
2887,48419,TRE
2888,48421,TRE
2889,48423,TRE
2890,48425,TRE
2891,48427,TRE
2892,48429,TRE
2893,48431,TRE
2894,48433,TRE
2895,48435,TRE
2896,48437,TRE
2897,48441,TRE
2898,48443,TRE
2899,48445,TRE
2900,48447,TRE
2901,48451,TRE
2902,48455,TRE
2903,48457,TRE
2904,48459,TRE
2905,48461,TRE
2906,48463,TRE
2907,48465,TRE
2908,48467,TRE
2909,48471,TRE
2910,48473,TRE
2911,48477,TRE
2912,48483,TRE
2913,48489,TRE
2914,48491,TRE
2915,48493,TRE
2916,48495,TRE
2917,48499,TRE
2918,48505,TRE
2919,48507,TRE
2920,49003,WECC
2921,49009,WECC
2922,49013,WECC
2923,49017,WECC
2924,49019,WECC
2925,49021,WECC
2926,49025,WECC
2927,49029,WECC
2928,49031,WECC
2929,49033,WECC
2930,49037,WECC
2931,49039,WECC
2932,49041,WECC
2933,49043,WECC
2934,49055,WECC
2935,49057,WECC
2936,50003,NPCC
2937,50005,NPCC
2938,50009,NPCC
2939,50013,NPCC
2940,50015,NPCC
2941,50017,NPCC
2942,50019,NPCC
2943,50025,NPCC
2944,51003,SERC
2945,51009,SERC
2946,51011,SERC
2947,51013,SERC
2948,51015,SERC
2949,51017,SERC
2950,51021,SERC
2951,51023,SERC
2952,51035,SERC
2953,51037,SERC
2954,51043,SERC
2955,51045,SERC
2956,51049,SERC
2957,51051,SERC
2958,51057,SERC
2959,51063,SERC
2960,51067,SERC
2961,51073,SERC
2962,51077,SERC
2963,51079,SERC
2964,51095,SERC
2965,51103,SERC
2966,51105,SERC
2967,51111,SERC
2968,51113,SERC
2969,51115,SERC
2970,51117,SERC
2971,51119,SERC
2972,51125,SERC
2973,51127,SERC
2974,51133,SERC
2975,51135,SERC
2976,51137,SERC
2977,51139,SERC
2978,51141,SERC
2979,51143,SERC
2980,51145,SERC
2981,51147,SERC
2982,51157,SERC
2983,51161,SERC
2984,51163,SERC
2985,51169,SERC
2986,51171,SERC
2987,51173,SERC
2988,51177,SERC
2989,51179,SERC
2990,51183,SERC
2991,51185,SERC
2992,51193,SERC
2993,51197,SERC
2994,51515,SERC
2995,51530,SERC
2996,51540,SERC
2997,51560,SERC
2998,51570,SERC
2999,51595,SERC
3000,51600,SERC
3001,51610,SERC
3002,51620,SERC
3003,51630,SERC
3004,51640,SERC
3005,51650,SERC
3006,51660,SERC
3007,51678,SERC
3008,51680,SERC
3009,51683,SERC
3010,51685,SERC
3011,51690,SERC
3012,51700,SERC
3013,51710,SERC
3014,51720,SERC
3015,51730,SERC
3016,51735,SERC
3017,51750,SERC
3018,51770,SERC
3019,51780,SERC
3020,51790,SERC
3021,51800,SERC
3022,51820,SERC
3023,51830,SERC
3024,51840,SERC
3025,53001,WECC
3026,53003,WECC
3027,53005,WECC
3028,53007,WECC
3029,53009,WECC
3030,53013,WECC
3031,53017,WECC
3032,53019,WECC
3033,53021,WECC
3034,53023,WECC
3035,53025,WECC
3036,53029,WECC
3037,53035,WECC
3038,53037,WECC
3039,53043,WECC
3040,53045,WECC
3041,53047,WECC
3042,53049,WECC
3043,53051,WECC
3044,53055,WECC
3045,53059,WECC
3046,53061,WECC
3047,53067,WECC
3048,53069,WECC
3049,53071,WECC
3050,53077,WECC
3051,54001,RFC
3052,54003,RFC
3053,54005,RFC
3054,54007,RFC
3055,54009,RFC
3056,54011,RFC
3057,54013,RFC
3058,54015,RFC
3059,54017,RFC
3060,54019,RFC
3061,54021,RFC
3062,54025,RFC
3063,54027,RFC
3064,54029,RFC
3065,54031,RFC
3066,54035,RFC
3067,54037,RFC
3068,54039,RFC
3069,54041,RFC
3070,54043,RFC
3071,54045,RFC
3072,54047,RFC
3073,54055,RFC
3074,54057,RFC
3075,54059,RFC
3076,54063,RFC
3077,54065,RFC
3078,54067,RFC
3079,54069,RFC
3080,54071,RFC
3081,54075,RFC
3082,54077,RFC
3083,54081,RFC
3084,54083,RFC
3085,54085,RFC
3086,54087,RFC
3087,54089,RFC
3088,54091,RFC
3089,54093,RFC
3090,54095,RFC
3091,54097,RFC
3092,54101,RFC
3093,54103,RFC
3094,54105,RFC
3095,54107,RFC
3096,54109,RFC
3097,55001,MRO
3098,55007,MRO
3099,55015,MRO
3100,55019,MRO
3101,55023,MRO
3102,55031,MRO
3103,55033,MRO
3104,55035,MRO
3105,55037,MRO
3106,55041,MRO
3107,55045,MRO
3108,55047,MRO
3109,55049,MRO
3110,55051,MRO
3111,55053,MRO
3112,55061,MRO
3113,55067,MRO
3114,55077,MRO
3115,55078,MRO
3116,55083,MRO
3117,55091,MRO
3118,55093,MRO
3119,55099,MRO
3120,55107,MRO
3121,55109,MRO
3122,55111,MRO
3123,55115,MRO
3124,55119,MRO
3125,55125,MRO
3126,55127,MRO
3127,55129,MRO
3128,55133,MRO
3129,55135,MRO
3130,55137,MRO
3131,56001,WECC
3132,56003,WECC
3133,56011,WECC
3134,56017,WECC
3135,56019,WECC
3136,56025,WECC
3137,56027,WECC
3138,56029,WECC
3139,56035,WECC
3140,56041,WECC
3141,56043,WECC
3142,56045,WECC
3143,60010,
3144,60020,
3145,60020,
3146,60020,
3147,60050,
3148,66010,
3149,66010,
3150,69100,
3151,69110,
3152,69120,
3153,69120,
3154,72001,
3155,72003,
3156,72005,
3157,72007,
3158,72009,
3159,72011,
3160,72013,
3161,72015,
3162,72017,
3163,72019,
3164,72021,
3165,72023,
3166,72025,
3167,72027,
3168,72029,
3169,72031,
3170,72033,
3171,72035,
3172,72037,
3173,72041,
3174,72043,
3175,72045,
3176,72047,
3177,72049,
3178,72051,
3179,72053,
3180,72054,
3181,72055,
3182,72057,
3183,72059,
3184,72061,
3185,72063,
3186,72065,
3187,72067,
3188,72071,
3189,72073,
3190,72075,
3191,72077,
3192,72079,
3193,72081,
3194,72083,
3195,72085,
3196,72087,
3197,72089,
3198,72091,
3199,72093,
3200,72095,
3201,72097,
3202,72099,
3203,72101,
3204,72103,
3205,72105,
3206,72107,
3207,72109,
3208,72111,
3209,72113,
3210,72115,
3211,72117,
3212,72119,
3213,72121,
3214,72123,
3215,72125,
3216,72127,
3217,72129,
3218,72131,
3219,72133,
3220,72135,
3221,72137,
3222,72139,
3223,72141,
3224,72143,
3225,72145,
3226,72147,
3227,72149,
3228,72151,
3229,72153,
3230,78010,
3231,78020,
3232,78030,
